iem_abbr	call_index	iem_name	entrez_gene_ids	knockout_reaction_patterns	biomarker_reaction	vmh_metabolite	model_compartment	biofluid_tested	expected_direction	reported_biofluids_raw	label_raw	also_in_recon3d_branch	source_header_line	source_call_line	gene_symbols	unmapped_entrez	orpha_code	orpha_name	orpha_match_score	orpha_assoc_type	orpha_assoc_status	n_candidate_disorders	omim_ids	icd10	vmh_name	hmdb	chebi	kegg	hpo_check	hpo_evidence
HCYS	28	HCYS Homocystinuria	875.1	_CYSTS;_SELCYSTS	DM_hcys_L[bc]	hcys_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1172	1218	CBS		394	Homocystinuria due to cystathionine beta-synthase deficiency	0.791	Disease-causing germline mutation(s) in	Assessed	1	236200	E72.1	L-Homocysteine	HMDB00742	CHEBI:17230	C00155	not_in_hpo_annotations	
HCYS	28	HCYS Homocystinuria	875.1	_CYSTS;_SELCYSTS	EX_cyst_L[u]	cyst_L	u	urine	Decreased	urine	Decreased (urine)	True	1172	1218	CBS		394	Homocystinuria due to cystathionine beta-synthase deficiency	0.791	Disease-causing germline mutation(s) in	Assessed	1	236200	E72.1	L-Cystathionine	HMDB00099	CHEBI:17482	C02291	not_in_hpo_annotations	
HLYS1	29	HLYS1 Hyperlysinemia I, Familial	10157.1	_SACCD3m;_SACCD4m;_r0525	EX_lys_L[u]	lys_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1219	1253	AASS		3124	Saccharopinuria	0.63	Disease-causing germline mutation(s) in	Assessed	2	268700	E72.3	L-Lysine	HMDB00182	CHEBI:18019	C00047	corroborated_other_biofluid	HP:0002161 Hyperlysinemia [Very frequent (99-80%)]
HLYS1	29	HLYS1 Hyperlysinemia I, Familial	10157.1	_SACCD3m;_SACCD4m;_r0525	DM_lys_L[bc]	lys_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1219	1253	AASS		3124	Saccharopinuria	0.63	Disease-causing germline mutation(s) in	Assessed	2	268700	E72.3	L-Lysine	HMDB00182	CHEBI:18019	C00047	corroborated	HP:0002161 Hyperlysinemia [Very frequent (99-80%)]
HLYS1	29	HLYS1 Hyperlysinemia I, Familial	10157.1	_SACCD3m;_SACCD4m;_r0525	DM_Lpipecol[bc]	Lpipecol	bc	blood	Increased	blood	Increased (blood)	False	1219	1253	AASS		3124	Saccharopinuria	0.63	Disease-causing germline mutation(s) in	Assessed	2	268700	E72.3	L-Pipecolic Acid	HMDB00716	CHEBI:30913	C00408	not_in_hpo_annotations	
HLYS2	30	HLYS2 Hyperlysinemia II Or Saccharopinuria	10157.1	_SACCD3m;_SACCD4m;_r0525	EX_citr_L[u]	citr_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1255	1292	AASS		3124	Saccharopinuria	0.531	Disease-causing germline mutation(s) in	Assessed	2	268700	E72.3	L-Citrulline	HMDB00904	CHEBI:16349	C00327	corroborated	HP:0032397 Citrullinuria [Occasional (29-5%)]
HLYS2	30	HLYS2 Hyperlysinemia II Or Saccharopinuria	10157.1	_SACCD3m;_SACCD4m;_r0525	EX_lys_L[u]	lys_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1255	1292	AASS		3124	Saccharopinuria	0.531	Disease-causing germline mutation(s) in	Assessed	2	268700	E72.3	L-Lysine	HMDB00182	CHEBI:18019	C00047	corroborated_other_biofluid	HP:0002161 Hyperlysinemia [Very frequent (99-80%)]
HLYS2	30	HLYS2 Hyperlysinemia II Or Saccharopinuria	10157.1	_SACCD3m;_SACCD4m;_r0525	DM_citr_L[bc]	citr_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1255	1292	AASS		3124	Saccharopinuria	0.531	Disease-causing germline mutation(s) in	Assessed	2	268700	E72.3	L-Citrulline	HMDB00904	CHEBI:16349	C00327	corroborated	HP:0011966 Elevated plasma citrulline [Occasional (29-5%)]
HLYS2	30	HLYS2 Hyperlysinemia II Or Saccharopinuria	10157.1	_SACCD3m;_SACCD4m;_r0525	DM_lys_L[bc]	lys_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1255	1292	AASS		3124	Saccharopinuria	0.531	Disease-causing germline mutation(s) in	Assessed	2	268700	E72.3	L-Lysine	HMDB00182	CHEBI:18019	C00047	corroborated	HP:0002161 Hyperlysinemia [Very frequent (99-80%)]
HYPRO1	31	HYPRO1 Hyperprolinemia Type I	5625.1	_r1453;_PROD2m;_PRO1xm	EX_4hpro_LT[u]	4hpro_LT	u	urine	Increased	urine	Increased (urine)	True	1294	1331	PRODH		419	Hyperprolinemia type 1	0.824	Disease-causing germline mutation(s) in	Assessed	1	239500	E72.5	Trans-4-Hydroxy-L-Proline	HMDB00725	CHEBI:18095	C01157	corroborated	HP:0003137 Prolinuria [Frequent (79-30%)]
HYPRO1	31	HYPRO1 Hyperprolinemia Type I	5625.1	_r1453;_PROD2m;_PRO1xm	EX_gly[u]	gly	u	urine	Increased	urine	Increased (urine)	True	1294	1331	PRODH		419	Hyperprolinemia type 1	0.824	Disease-causing germline mutation(s) in	Assessed	1	239500	E72.5	Glycine	HMDB00123	CHEBI:15428	C00037	not_in_hpo_annotations	
HYPRO1	31	HYPRO1 Hyperprolinemia Type I	5625.1	_r1453;_PROD2m;_PRO1xm	EX_pro_L[u]	pro_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1294	1331	PRODH		419	Hyperprolinemia type 1	0.824	Disease-causing germline mutation(s) in	Assessed	1	239500	E72.5	L-Proline	HMDB00162	CHEBI:17203	C00148	corroborated	HP:0003137 Prolinuria [Frequent (79-30%)]
HYPRO1	31	HYPRO1 Hyperprolinemia Type I	5625.1	_r1453;_PROD2m;_PRO1xm	DM_pro_L[bc]	pro_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1294	1331	PRODH		419	Hyperprolinemia type 1	0.824	Disease-causing germline mutation(s) in	Assessed	1	239500	E72.5	L-Proline	HMDB00162	CHEBI:17203	C00148	corroborated	HP:0008358 Hyperprolinemia [Frequent (79-30%)]
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	EX_4hpro_LT[u]	4hpro_LT	u	urine	Increased	urine	Increased (urine)	False	1333	1373	ALDH4A1		79101	Hyperprolinemia type 2	0.84	Disease-causing germline mutation(s) in	Assessed	1	239510	E72.5	Trans-4-Hydroxy-L-Proline	HMDB00725	CHEBI:18095	C01157	corroborated	HP:0003137 Prolinuria [Very frequent (99-80%)]
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	EX_gly[u]	gly	u	urine	Increased	urine	Increased (urine)	True	1333	1373	ALDH4A1		79101	Hyperprolinemia type 2	0.84	Disease-causing germline mutation(s) in	Assessed	1	239510	E72.5	Glycine	HMDB00123	CHEBI:15428	C00037	corroborated_other_biofluid	HP:0002154 Hyperglycinemia [Frequent (79-30%)]
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	EX_orn[u]	orn	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1333	1373	ALDH4A1		79101	Hyperprolinemia type 2	0.84	Disease-causing germline mutation(s) in	Assessed	1	239510	E72.5	Ornithine	HMDB00214	CHEBI:15729	C00077	not_in_hpo_annotations	
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	EX_pro_L[u]	pro_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1333	1373	ALDH4A1		79101	Hyperprolinemia type 2	0.84	Disease-causing germline mutation(s) in	Assessed	1	239510	E72.5	L-Proline	HMDB00162	CHEBI:17203	C00148	corroborated	HP:0003137 Prolinuria [Very frequent (99-80%)]
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	DM_orn[bc]	orn	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1333	1373	ALDH4A1		79101	Hyperprolinemia type 2	0.84	Disease-causing germline mutation(s) in	Assessed	1	239510	E72.5	Ornithine	HMDB00214	CHEBI:15729	C00077	not_in_hpo_annotations	
HPII	32	HPII Hyperprolinemia Type Ii	8659.1	_P5CDm;_PHCDm;_r0686;_4HGLSDm;_r0074	DM_pro_L[bc]	pro_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1333	1373	ALDH4A1		79101	Hyperprolinemia type 2	0.84	Disease-causing germline mutation(s) in	Assessed	1	239510	E72.5	L-Proline	HMDB00162	CHEBI:17203	C00148	corroborated	HP:0008358 Hyperprolinemia [Very frequent (99-80%)]
IVA	33	IVA Isovaleric Acidemia	3712.1	_ACOAD8m	EX_3bcrn[u]	3bcrn	u	urine	Increased	urine	Increased (urine)	True	1375	1412	IVD		33	Isovaleric acidemia	0.905	Disease-causing germline mutation(s) in	Assessed	1	243500	E71.1	3-Hydroxy Butyryl Carnitine				not_in_hpo_annotations	
IVA	33	IVA Isovaleric Acidemia	3712.1	_ACOAD8m	EX_3ivcrn[u]	3ivcrn	u	urine	Increased	urine	Increased (urine)	True	1375	1412	IVD		33	Isovaleric acidemia	0.905	Disease-causing germline mutation(s) in	Assessed	1	243500	E71.1	3-Hydroxy-Isovaleryl Carnitine				corroborated	HP:0033111 3-hydroxyisovaleric aciduria [Frequent (79-30%)]
IVA	33	IVA Isovaleric Acidemia	3712.1	_ACOAD8m	DM_ivcrn[bc]	ivcrn	bc	blood	Increased	blood	Increased (blood)	False	1375	1412	IVD		33	Isovaleric acidemia	0.905	Disease-causing germline mutation(s) in	Assessed	1	243500	E71.1	Isovaleryl Carnitine				corroborated	HP:0033447 Elevated circulating isovalerylcarnitine concentration [Frequent (79-30%)]
LNS	34	LNS Lesch-Nyhan Syndrome	3251.1	_GUAPRT;_HXPRT	DM_fol[bc]	fol	bc	blood	Decreased	blood	Decreased (blood)	False	1414	1449	HPRT1		510	Lesch-Nyhan syndrome	0.909	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	300322;308950	E79.1	Folate	HMDB00121	CHEBI:27470	C00504	not_in_hpo_annotations	
LNS	34	LNS Lesch-Nyhan Syndrome	3251.1	_GUAPRT;_HXPRT	EX_urate[u]	urate	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1414	1449	HPRT1		510	Lesch-Nyhan syndrome	0.909	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	300322;308950	E79.1	Urate	HMDB00289	CHEBI:17775	C00366	not_in_hpo_annotations	
LNS	34	LNS Lesch-Nyhan Syndrome	3251.1	_GUAPRT;_HXPRT	DM_urate[bc]	urate	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1414	1449	HPRT1		510	Lesch-Nyhan syndrome	0.909	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	300322;308950	E79.1	Urate	HMDB00289	CHEBI:17775	C00366	not_in_hpo_annotations	
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	EX_leuktrE4[u]	leuktrE4	u	urine	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	True	1451	1495	LTC4S							0			Leukotriene E4	HMDB02200	CHEBI:15650	C05952	no_hpo_metabolite_term_for_disorder	
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	EX_leuktrC4[u]	leuktrC4	u	urine	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	True	1451	1495	LTC4S							0			Leukotriene C4	HMDB01198	CHEBI:16978	C02166	no_hpo_metabolite_term_for_disorder	
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	DM_leuktrE4[bc]	leuktrE4	bc	blood	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	False	1451	1495	LTC4S							0			Leukotriene E4	HMDB02200	CHEBI:15650	C05952	no_hpo_metabolite_term_for_disorder	
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	DM_leuktrC4[bc]	leuktrC4	bc	blood	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	False	1451	1495	LTC4S							0			Leukotriene C4	HMDB01198	CHEBI:16978	C02166	no_hpo_metabolite_term_for_disorder	
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	DM_leuktrD4[bc]	leuktrD4	bc	blood	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	False	1451	1495	LTC4S							0			Leukotriene D4		CHEBI:28666	C05951	no_hpo_metabolite_term_for_disorder	
LTC4S	35	LTC4S Leukotriene C4 Synthase Deficiency (Ltc4 Synthase Deficiency)	4056.1	_HMR_1081;_LTC4Sr	DM_leuktrE4[csf]	leuktrE4	csf	csf	Decreased	urine/blood/csf	Decreased (urine/blood/CSF)	False	1451	1495	LTC4S							0			Leukotriene E4	HMDB02200	CHEBI:15650	C05952	no_hpo_metabolite_term_for_disorder	
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	EX_ile_L[u]	ile_L	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1497	1539	BCKDHA		268145	Classic maple syrup urine disease	0.857	Disease-causing germline mutation(s) in	Assessed	3	248600;620698;620699	E71.0	L-Isoleucine	HMDB00172	CHEBI:17191	C00407	no_hpo_metabolite_term_for_disorder	
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	EX_3mop[u]	3mop	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1497	1539	BCKDHA		268145	Classic maple syrup urine disease	0.857	Disease-causing germline mutation(s) in	Assessed	3	248600;620698;620699	E71.0	3-Methyl-2-Oxopentanoate	HMDB00491	CHEBI:35932	C03465	no_hpo_metabolite_term_for_disorder	
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	DM_ile_L[bc]	ile_L	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1497	1539	BCKDHA		268145	Classic maple syrup urine disease	0.857	Disease-causing germline mutation(s) in	Assessed	3	248600;620698;620699	E71.0	L-Isoleucine	HMDB00172	CHEBI:17191	C00407	no_hpo_metabolite_term_for_disorder	
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	DM_leu_L[bc]	leu_L	bc	blood	Increased	blood	Increased (blood)	False	1497	1539	BCKDHA		268145	Classic maple syrup urine disease	0.857	Disease-causing germline mutation(s) in	Assessed	3	248600;620698;620699	E71.0	L-Leucine	HMDB00687	CHEBI:15603	C00123	no_hpo_metabolite_term_for_disorder	
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	DM_val_L[bc]	val_L	bc	blood	Increased	blood	Increased (blood)	False	1497	1539	BCKDHA		268145	Classic maple syrup urine disease	0.857	Disease-causing germline mutation(s) in	Assessed	3	248600;620698;620699	E71.0	L-Valine	HMDB00883	CHEBI:16414	C00183	no_hpo_metabolite_term_for_disorder	
MSUD	36	MSUD Maple Syrup Urine Disease	593.1	_r0670;_OIVD1m;_OIVD2m;_OIVD3m;_r0385;_r0386;_r1154	DM_3mop[bc]	3mop	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1497	1539	BCKDHA		268145	Classic maple syrup urine disease	0.857	Disease-causing germline mutation(s) in	Assessed	3	248600;620698;620699	E71.0	3-Methyl-2-Oxopentanoate	HMDB00491	CHEBI:35932	C03465	no_hpo_metabolite_term_for_disorder	
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	EX_3aib[u]	3aib	u	urine	Increased	urine	Increased (urine)	True	1541	1590	MMUT		79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	0.584	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	251000	E71.1	(S)-3-Aminoisobutyric Acid	HMDB02166	CHEBI:33094	C03284	not_in_hpo_annotations	
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_c4dc[bc]	c4dc	bc	blood	Increased	blood	Increased (blood)	False	1541	1590	MMUT		79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	0.584	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	251000	E71.1	Succinyl Carnitine				not_in_hpo_annotations	
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_crn[bc]	crn	bc	blood	Decreased	blood	Decreased (blood)	False	1541	1590	MMUT		79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	0.584	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	251000	E71.1	L-Carnitine	HMDB00062	CHEBI:11060	C15025	not_in_hpo_annotations	
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_HC00900[bc]	HC00900	bc	blood	Increased	blood	Increased (blood)	False	1541	1590	MMUT		79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	0.584	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	251000	E71.1	Methylmalonate	HMDB00202	CHEBI:30860	C02170	not_in_hpo_annotations	
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_3hpp[bc]	3hpp	bc	blood	Increased	blood	Increased (blood)	False	1541	1590	MMUT		79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	0.584	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	251000	E71.1	3-Hydroxypropionate	HMDB00700	CHEBI:33404	C01013	not_in_hpo_annotations	
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_pcrn[bc]	pcrn	bc	blood	Increased	blood	Increased (blood)	False	1541	1590	MMUT		79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	0.584	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	251000	E71.1	O-Propanoylcarnitine	HMDB00824	CHEBI:28867	C03017	not_in_hpo_annotations	
MMA	37	MMA Methylmalonic Acidemia (Mma)	4594.1	_MMMm	DM_3hdececrn[bc]	3hdececrn	bc	blood	Increased	blood	Increased (blood)	False	1541	1590	MMUT		79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	0.584	Disease-causing germline mutation(s) (loss of function) in	Assessed	2	251000	E71.1	3-Hydroxyhexadecenoylcarnitine				not_in_hpo_annotations	
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_ala_L[bc]	ala_L	bc	blood	Increased	blood	Increased (blood)	False	1592	1636	NAGS		927	Hyperammonemia due to N-acetylglutamate synthase deficiency	0.792	Disease-causing germline mutation(s) in	Assessed	1	237310	E72.2	L-Alanine	HMDB00161	CHEBI:16977	C00041	corroborated	HP:0003348 Hyperalaninemia [Occasional (29-5%)]
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_citr_L[bc]	citr_L	bc	blood	Decreased	blood	Decreased (blood)	False	1592	1636	NAGS		927	Hyperammonemia due to N-acetylglutamate synthase deficiency	0.792	Disease-causing germline mutation(s) in	Assessed	1	237310	E72.2	L-Citrulline	HMDB00904	CHEBI:16349	C00327	not_in_hpo_annotations	
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood	Increased (blood)	False	1592	1636	NAGS		927	Hyperammonemia due to N-acetylglutamate synthase deficiency	0.792	Disease-causing germline mutation(s) in	Assessed	1	237310	E72.2	L-Glutamine	HMDB00641	CHEBI:18050	C00064	corroborated	HP:0003217 Hyperglutaminemia [Occasional (29-5%)]
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_nh4[bc]	nh4	bc	blood	Increased	blood	Increased (blood)	False	1592	1636	NAGS		927	Hyperammonemia due to N-acetylglutamate synthase deficiency	0.792	Disease-causing germline mutation(s) in	Assessed	1	237310	E72.2	Ammonium	HMDB00051	CHEBI:16134	C00014	not_in_hpo_annotations	
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	DM_orn[bc]	orn	bc	blood	Increased	blood	Increased (blood)	False	1592	1636	NAGS		927	Hyperammonemia due to N-acetylglutamate synthase deficiency	0.792	Disease-causing germline mutation(s) in	Assessed	1	237310	E72.2	Ornithine	HMDB00214	CHEBI:15729	C00077	not_in_hpo_annotations	
NAGS	38	NAGS N-Acetylglutamate Synthase Deficiency	162417.1	_RE2030M;_RE2031M;_RE2032M;_RE2156M;_RE2223M;_ACGSm	EX_orot[u]	orot	u	urine	Decreased	urine	Decreased (urine)	True	1592	1636	NAGS		927	Hyperammonemia due to N-acetylglutamate synthase deficiency	0.792	Disease-causing germline mutation(s) in	Assessed	1	237310	E72.2	Orotate	HMDB00226	CHEBI:16742	C00295	not_in_hpo_annotations	
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	EX_5oxpro[u]	5oxpro	u	urine	Increased	transient, urine	Increased (transient, urine)	True	1637	1710	OTC		664	Ornithine transcarbamylase deficiency	0.949	Disease-causing germline mutation(s) in	Assessed	1	311250	E72.4	5-Oxoprolinate	HMDB00267	CHEBI:18183	C01879	not_in_hpo_annotations	
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	EX_gly[u]	gly	u	urine	Increased	urine	Increased (urine)	True	1637	1710	OTC		664	Ornithine transcarbamylase deficiency	0.949	Disease-causing germline mutation(s) in	Assessed	1	311250	E72.4	Glycine	HMDB00123	CHEBI:15428	C00037	not_in_hpo_annotations	
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	EX_lys_L[u]	lys_L	u	urine	Increased	urine	Increased (urine)	True	1637	1710	OTC		664	Ornithine transcarbamylase deficiency	0.949	Disease-causing germline mutation(s) in	Assessed	1	311250	E72.4	L-Lysine	HMDB00182	CHEBI:18019	C00047	not_in_hpo_annotations	
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	EX_orot[u]	orot	u	urine	Increased	urine	Increased (urine)	True	1637	1710	OTC		664	Ornithine transcarbamylase deficiency	0.949	Disease-causing germline mutation(s) in	Assessed	1	311250	E72.4	Orotate	HMDB00226	CHEBI:16742	C00295	corroborated	HP:0003218 Oroticaciduria [Frequent (79-30%)]
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_citr_L[bc]	citr_L	bc	blood	Decreased	blood	Decreased (blood)	False	1637	1710	OTC		664	Ornithine transcarbamylase deficiency	0.949	Disease-causing germline mutation(s) in	Assessed	1	311250	E72.4	L-Citrulline	HMDB00904	CHEBI:16349	C00327	corroborated	HP:0003572 Low plasma citrulline [Frequent (79-30%)]
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_gln_L[bc]	gln_L	bc	blood	Increased	blood	Increased (blood)	False	1637	1710	OTC		664	Ornithine transcarbamylase deficiency	0.949	Disease-causing germline mutation(s) in	Assessed	1	311250	E72.4	L-Glutamine	HMDB00641	CHEBI:18050	C00064	not_in_hpo_annotations	
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_ura[bc]	ura	bc	blood	Increased	urine	Increased (urine)	False	1637	1710	OTC		664	Ornithine transcarbamylase deficiency	0.949	Disease-causing germline mutation(s) in	Assessed	1	311250	E72.4	Uracil	HMDB00300	CHEBI:17568	C00106	not_in_hpo_annotations	
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_nh4[bc]	nh4	bc	blood	Increased	blood	Increased (blood)	False	1637	1710	OTC		664	Ornithine transcarbamylase deficiency	0.949	Disease-causing germline mutation(s) in	Assessed	1	311250	E72.4	Ammonium	HMDB00051	CHEBI:16134	C00014	not_in_hpo_annotations	
OTC	39	OTC Ornithine Transcarbamylase Deficiency	5009.1	_OCBTm	DM_orn[bc]	orn	bc	blood	Increased	blood	Increased (blood)	False	1637	1710	OTC		664	Ornithine transcarbamylase deficiency	0.949	Disease-causing germline mutation(s) in	Assessed	1	311250	E72.4	Ornithine	HMDB00214	CHEBI:15729	C00077	not_in_hpo_annotations	
OROA	40	OROA Orotic Aciduria	7372.1	_ORPT;_OMPDC	EX_orot[u]	orot	u	urine	Increased	urine/blood	Increased (urine/blood)	True	1712	1745	UMPS		30	Hereditary orotic aciduria	0.783	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	258900	E79.8	Orotate	HMDB00226	CHEBI:16742	C00295	corroborated	HP:0003218 Oroticaciduria [Very frequent (99-80%)]
OROA	40	OROA Orotic Aciduria	7372.1	_ORPT;_OMPDC	DM_orot[bc]	orot	bc	blood	Increased	urine/blood	Increased (urine/blood)	False	1712	1745	UMPS		30	Hereditary orotic aciduria	0.783	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	258900	E79.8	Orotate	HMDB00226	CHEBI:16742	C00295	corroborated_other_biofluid	HP:0003526 Orotic acid crystalluria [Very frequent (99-80%)]
PKU	41	PKU Phenylketonuria	5053.1	_PHETHPTOX2;_r0399	DM_phe_L[bc]	phe_L	bc	blood	Increased	blood	Increased (blood)	False	1747	1782	PAH		293284	Tetrahydrobiopterin-responsive phenylketonuria	0.694	Disease-causing germline mutation(s) in	Assessed	3	261600	E70.1	L-Phenylalanine	HMDB00159	CHEBI:17295	C00079	no_hpo_metabolite_term_for_disorder	
PKU	41	PKU Phenylketonuria	5053.1	_PHETHPTOX2;_r0399	EX_2hyoxplac[u]	2hyoxplac	u	urine	Increased	urine	Increased (urine)	True	1747	1782	PAH		293284	Tetrahydrobiopterin-responsive phenylketonuria	0.694	Disease-causing germline mutation(s) in	Assessed	3	261600	E70.1	2-Hydroxyphenylacetate	HMDB00669	CHEBI:28478	C05852	no_hpo_metabolite_term_for_disorder	
PKU	41	PKU Phenylketonuria	5053.1	_PHETHPTOX2;_r0399	EX_phpyr[u]	phpyr	u	urine	Increased	urine	Increased (urine)	True	1747	1782	PAH		293284	Tetrahydrobiopterin-responsive phenylketonuria	0.694	Disease-causing germline mutation(s) in	Assessed	3	261600	E70.1	Keto-Phenylpyruvate	HMDB00205	CHEBI:30851	C00166	no_hpo_metabolite_term_for_disorder	
MNGIE	42	MNGIE Mitochondrial Neurogastrointestinal Encephalopathy (Mngie) Disease	1890.1	_TMDPP	DM_duri[bc]	duri	bc	blood	Increased	blood	Increased (blood)	False	1784	1818	TYMP		298	Mitochondrial neurogastrointestinal encephalomyopathy	0.8	Disease-causing germline mutation(s) (loss of function) in	Assessed	1	603041;612075;613662;619780	G71.3	Deoxyuridine	HMDB00012	CHEBI:16450	C00526	not_in_hpo_annotations	
