reaction	reaction_name	rule	n_alternatives	flagged_genes	or_joined_subunits	score
DGUNC	Diguanylate cyclase	NP_742536_2 or NP_742726_1 or NP_742833_1 or NP_742959_1 or NP_743316_1 or NP_743499_1 or NP_743569_1 or NP_744134_2 or 	17	PP0563 (two-component system response regulator) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP0672 (sensory box protein) — no word in common with the reaction name while another alternative has | PP0798 (GGDEF domain-containing protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP1155 (YaiC/YhcK/ArdA family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP1340 (cell division protein FtsQ) — no word in common with the reaction name while another alternative has | PP1411 (GGDEF domain-containing protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2097 (sensory box protein) — no word in common with the reaction name while another alternative has | PP2354 (two-component system sensor histidine kinase/response regulator) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3319 (GGDEF domain-containing sensory box protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3348 (GGDEF domain-containing protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3452 (GGDEF domain-containing protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3581 (membrane protein) — no word in common with the reaction name while another alternative has | PP3663 (GGDEF domain-containing protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		13
XAND	Xanthine dehydrogenase	NP_744628_1 or NP_745352_1 or NP_746077_1 or NP_746347_1 or NP_746350_1 or (NP_746394_1 and NP_746395_1) or (NP_744625_1	8	PP2477 (isoquinoline 1-oxidoreductase subunit alpha) — no word in common with the reaction name while another alternative has | PP3208 (Pdr/VanB family oxidoreductase) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3309 (aromatic aldehyde dehydrogenase FAD-binding subunit) — no word in common with the reaction name while another alternative has | PP3310 (aromatic aldehyde dehydrogenase molybdopterin-binding subunit) — no word in common with the reaction name while another alternative has | PP3622 (isoquinoline 1-oxidoreductase subunit beta) — no word in common with the reaction name while another alternative has | PP3947 (nicotinate dehydrogenase subunit A) — no word in common with the reaction name while another alternative has | PP4230 (hypothetical protein PP_4230) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP4233 (oxidoreductase small subunit) — no word in common with the reaction name while another alternative has	PP2477 (isoquinoline 1-oxidoreductase subunit alpha) | PP3622 (isoquinoline 1-oxidoreductase subunit beta) | PP3947 (nicotinate dehydrogenase subunit A) | PP4233 (oxidoreductase small subunit)	10
CDGUNPD	3,5-cyclic-nucleotide phosphodiesterase	NP_742833_1 or NP_744134_2 or NP_744314_1 or NP_744743_1 or NP_745086_1 or NP_745462_1 or NP_745592_2 or NP_745718_1	8	PP0672 (sensory box protein) — no word in common with the reaction name while another alternative has | PP2165 (two-component system response regulator) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2599 (chemotaxis sensory transducer family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2942 (two-component system response regulator) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3319 (GGDEF domain-containing sensory box protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3454 (transcriptional regulator) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3581 (membrane protein) — no word in common with the reaction name while another alternative has		7
ALDD2x	Aldehyde dehydrogenase (acetaldehyde, NAD)	NP_742708_1 or NP_744100_1 or NP_744733_2 or NP_744824_1 or NP_744838_1 or NP_745581_1 or NP_745601_1 or NP_745782_1 or 	9	PP1948 (benzaldehyde dehydrogenase) — no word in common with the reaction name while another alternative has | PP2589 (aldehyde dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2694 (aldehyde dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3443 (glyceraldehyde-3-phosphate dehydrogenase) — no word in common with the reaction name while another alternative has | PP3463 (phenylacetaldehyde dehydrogenase) — no word in common with the reaction name while another alternative has | PP3646 (aldehyde dehydrogenase family protein) — non-enzyme/family/domain annotation | PP5258 (L-piperidine-6-carboxylate dehydrogenase) — no word in common with the reaction name while another alternative has		7
MLDEP2pp	Murein L,D-endopeptidase (murein5px3p) (periplasm)	NP_742601_1 or NP_743187_1 or NP_743392_1 or NP_744062_1 or NP_747158_1 or NP_747213_1 or NP_747214_1	7	PP0435 (M23/M37 family peptidase) — non-enzyme/family/domain annotation | PP1026 (M23/M37 family peptidase) — non-enzyme/family/domain annotation | PP1232 (hypothetical protein PP_1232) — non-enzyme/family/domain annotation | PP1908 (putative Peptidase) — non-enzyme/family/domain annotation | PP5057 (M23/M37 family peptidase) — non-enzyme/family/domain annotation		5
ASPTA	Aspartate transaminase	NP_743019_1 or NP_744358_1 or NP_745092_1 or NP_745854_1 or NP_745916_1 or NP_746314_1 or NP_746801_1	7	PP0858 (methionine/glutamine aminotransferase) — no word in common with the reaction name while another alternative has | PP2948 (GntR family transcriptional regulator) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3786 (aminotransferase) — no word in common with the reaction name while another alternative has | PP4197 (GntR family transcriptional regulator) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		4
ECOAH6	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	NP_744000_1 or NP_744197_1 or NP_744285_1 or NP_744366_1 or NP_745858_1	5	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2217 (enoyl-CoA hydratase) — no word in common with the reaction name while another alternative has | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		4
ECOAH5	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	NP_744000_1 or NP_744197_1 or NP_744285_1 or NP_744366_1 or NP_745858_1	5	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2217 (enoyl-CoA hydratase) — no word in common with the reaction name while another alternative has | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		4
HPYRRx	Hydroxypyruvate reductase (NADH)	NP_742923_1 or NP_743864_1 or NP_744678_1 or NP_746432_1 or NP_746698_1	5	PP1707 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2533 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP4316 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP4589 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation		4
MSO3abcpp	Methanesulfonate transport via ABC system (periplasm)	(NP_742377_1 and NP_742835_1 and NP_745371_1) or (NP_742377_1 and NP_745080_1 and NP_745371_1) or (NP_742377_1 and NP_74	6	PP0237 (aliphatic sulfonatesABC transporter substrate-binding protein) — no word in common with the reaction name while another alternative has | PP0239 (aliphatic sulfonatesABC transporter permease) — no word in common with the reaction name while another alternative has | PP0674 (ADP/ATP ratio sensor/translation inhibitor) — no word in common with the reaction name while another alternative has | PP3228 (aliphatic sulfonate-binding protein) — no word in common with the reaction name while another alternative has		4
ECOAH3	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	NP_744000_1 or NP_744197_1 or NP_744285_1 or NP_744366_1 or NP_745858_1	5	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2217 (enoyl-CoA hydratase) — no word in common with the reaction name while another alternative has | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		4
ECOAH4	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	NP_744000_1 or NP_744197_1 or NP_744285_1 or NP_744366_1 or NP_745858_1	5	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2217 (enoyl-CoA hydratase) — no word in common with the reaction name while another alternative has | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		4
ISETACabcpp	Isethionate transport via ABC system (periplasm)	(NP_742376_1 and NP_742378_1 and NP_745771_1) or (NP_742377_1 and NP_742835_1 and NP_745371_1) or (NP_742377_1 and NP_74	7	PP0237 (aliphatic sulfonatesABC transporter substrate-binding protein) — no word in common with the reaction name while another alternative has | PP0239 (aliphatic sulfonatesABC transporter permease) — no word in common with the reaction name while another alternative has | PP0674 (ADP/ATP ratio sensor/translation inhibitor) — no word in common with the reaction name while another alternative has | PP3228 (aliphatic sulfonate-binding protein) — no word in common with the reaction name while another alternative has		4
GLYCLTDy	Glycolate dehydrogenase (NADP)	NP_743864_1 or NP_744678_1 or NP_746432_1 or NP_746698_1	4	PP1707 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2533 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP4316 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP4589 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation		4
GLYCLTDx	Glycolate dehydrogenase (NAD)	NP_743864_1 or NP_744678_1 or NP_744942_1 or NP_746432_1 or NP_746698_1	5	PP1707 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2533 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP4316 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP4589 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation		4
ECOAH2	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	NP_744000_1 or NP_744197_1 or NP_744285_1 or NP_744366_1 or NP_745858_1	5	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2217 (enoyl-CoA hydratase) — no word in common with the reaction name while another alternative has | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		4
ECOAH1	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	NP_744000_1 or NP_744197_1 or NP_744285_1 or NP_744366_1 or NP_745858_1	5	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2217 (enoyl-CoA hydratase) — no word in common with the reaction name while another alternative has | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		4
NNAM	Nicotinamidase	NP_742872_1 or NP_744382_1 or NP_747349_1 or NP_747356_1	4	PP0711 (putative hydrolase) — non-enzyme/family/domain annotation | PP2233 (isochorismatase family hydrolase) — non-enzyme/family/domain annotation | PP5248 (putative hydrolase) — non-enzyme/family/domain annotation | PP5255 (putative hydrolase) — non-enzyme/family/domain annotation		4
SSALx	Succinate-semialdehyde dehydrogenase (NAD)	NP_743304_1 or NP_744100_1 or NP_744636_1 or NP_745295_1 or NP_746535_1	5	PP1143 (3-hydroxyisobutyrate dehydrogenase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP1948 (benzaldehyde dehydrogenase) — no word in common with the reaction name while another alternative has | PP2488 (NAD+-dependent succinate semialdehyde dehydrogenase) — no word in common with the reaction name while another alternative has | PP3151 (NAD+-dependent succinate semialdehyde dehydrogenase) — no word in common with the reaction name while another alternative has		4
ETHSO3abcpp	Ethanesulfonate transport via ABC system (periplasm)	(NP_742377_1 and NP_742835_1 and NP_745371_1) or (NP_742377_1 and NP_745080_1 and NP_745371_1) or (NP_742377_1 and NP_74	6	PP0237 (aliphatic sulfonatesABC transporter substrate-binding protein) — no word in common with the reaction name while another alternative has | PP0239 (aliphatic sulfonatesABC transporter permease) — no word in common with the reaction name while another alternative has | PP0674 (ADP/ATP ratio sensor/translation inhibitor) — no word in common with the reaction name while another alternative has | PP3228 (aliphatic sulfonate-binding protein) — no word in common with the reaction name while another alternative has		4
ECOAH7	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	NP_744000_1 or NP_744197_1 or NP_744285_1 or NP_744366_1 or NP_745858_1	5	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2217 (enoyl-CoA hydratase) — no word in common with the reaction name while another alternative has | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		4
SSALy	Succinate-semialdehyde dehydrogenase (NADP)	NP_742381_1 or NP_743416_1 or NP_744100_1 or NP_744636_1 or NP_745295_1 or NP_746535_1	6	PP1256 (alpha-ketoglutarate semialdehyde dehydrogenase) — no word in common with the reaction name while another alternative has | PP1948 (benzaldehyde dehydrogenase) — no word in common with the reaction name while another alternative has | PP2488 (NAD+-dependent succinate semialdehyde dehydrogenase) — no word in common with the reaction name while another alternative has | PP3151 (NAD+-dependent succinate semialdehyde dehydrogenase) — no word in common with the reaction name while another alternative has		4
HPYRRy	Hydroxypyruvate reductase (NADPH)	NP_743864_1 or NP_744678_1 or NP_746432_1 or NP_746698_1	4	PP1707 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2533 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP4316 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP4589 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation		4
GUAtex	Guanine transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_746315_1 or NP_746407_1 or NP_746409_1	4	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation | PP4291 (hypothetical protein PP_4291) — non-enzyme/family/domain annotation | PP4293 (hypothetical protein PP_4293) — non-enzyme/family/domain annotation		4
PHETA1	Phenylalanine transaminase	NP_743019_1 or NP_744123_1 or NP_745726_1 or NP_745916_1 or NP_746314_1 or NP_746542_1 or NP_747376_1	7	PP4197 (GntR family transcriptional regulator) — non-enzyme/family/domain annotation | PP4429 (GntR family transcriptional regulator) — non-enzyme/family/domain annotation | PP5275 (transcriptional regulator) — non-enzyme/family/domain annotation		3
HACD2	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	NP_742469_1 or NP_744197_1 or NP_745885_1	3	PP0302 (L-carnitine dehydrogenase) — no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3755 (3-hydroxybutyryl-CoA dehydrogenase) — no word in common with the reaction name while another alternative has		3
H2Otex	H2O transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_745234_1 or NP_746315_1 or spontaneous	4	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP3090 (OmpA domain-containing protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		3
HACD1	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	NP_742469_1 or NP_744197_1 or NP_745885_1	3	PP0302 (L-carnitine dehydrogenase) — no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3755 (3-hydroxybutyryl-CoA dehydrogenase) — no word in common with the reaction name while another alternative has		3
TYRTA	Tyrosine transaminase	NP_743019_1 or NP_744123_1 or NP_745726_1 or NP_745916_1 or NP_746314_1 or NP_746542_1 or NP_747376_1	7	PP4197 (GntR family transcriptional regulator) — non-enzyme/family/domain annotation | PP4429 (GntR family transcriptional regulator) — non-enzyme/family/domain annotation | PP5275 (transcriptional regulator) — non-enzyme/family/domain annotation		3
GLYCL	Glycine Cleavage System	(NP_743147_1 and NP_743149_1 and NP_743150_1 and NP_746304_1) or (NP_746304_1 and NP_747293_1 and NP_747294_1 and NP_747	2	PP0986 (aminomethyltransferase) — no word in common with the reaction name while another alternative has | PP4187 (dihydrolipoyl dehydrogenase) — no word in common with the reaction name while another alternative has | PP5194 (aminomethyltransferase) — no word in common with the reaction name while another alternative has		3
ECOAH8	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)	NP_744000_1 or NP_744197_1 or NP_745858_1	3	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		3
HACD7	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	NP_742469_1 or NP_744197_1 or NP_745885_1	3	PP0302 (L-carnitine dehydrogenase) — no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3755 (3-hydroxybutyryl-CoA dehydrogenase) — no word in common with the reaction name while another alternative has		3
HACD3	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	NP_742469_1 or NP_744197_1 or NP_745885_1	3	PP0302 (L-carnitine dehydrogenase) — no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3755 (3-hydroxybutyryl-CoA dehydrogenase) — no word in common with the reaction name while another alternative has		3
HXAND	Hypoxanthine dehydrogenase	NP_744628_1 or NP_746077_1 or NP_746347_1 or NP_746350_1 or (NP_746394_1 and NP_746395_1) or (NP_744625_1 and NP_745452_	7	PP4230 (hypothetical protein PP_4230) — non-enzyme/family/domain annotation	PP2477 (isoquinoline 1-oxidoreductase subunit alpha) | PP3622 (isoquinoline 1-oxidoreductase subunit beta) | PP3947 (nicotinate dehydrogenase subunit A) | PP4233 (oxidoreductase small subunit)	3
FMNRx	FMN reductase	NP_742477_1 or NP_744908_2 or NP_746257_1 or NP_747313_1	4	PP0310 (dimethylglycine dehydrogenase subunit) — no word in common with the reaction name while another alternative has | PP4138 (chromate reductase) — no word in common with the reaction name while another alternative has | PP5212 (iron-sulfur-binding oxidoreductase) — no word in common with the reaction name while another alternative has		3
CTECOAI7	3-cis-2-trans-enoyl-CoA isomerase	NP_744000_1 or NP_744197_1 or NP_745858_1 or NP_747122_1	4	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation		3
CTECOAI6	3-cis-2-trans-enoyl-CoA isomerase	NP_744000_1 or NP_744197_1 or NP_745858_1 or NP_747122_1	4	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation		3
BZtex	Benzoate transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_745312_1 or NP_746315_1	3	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP3168 (porin-like protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		3
CTECOAI8	3-cis-2-trans-enoyl-CoA isomerase	NP_744000_1 or NP_744197_1 or NP_745858_1 or NP_747122_1	4	PP1845 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3726 (enoyl-CoA hydratase/isomerase family protein) — non-enzyme/family/domain annotation		3
PDH	Pyruvate dehydrogenase	(NP_742505_1 and NP_742506_1 and NP_746304_1) or (NP_742505_1 and NP_742506_1 and NP_747467_1)	2	PP0338 (AceF-S-acetyldihydrolipoate) — no word in common with the reaction name while another alternative has | PP4187 (dihydrolipoyl dehydrogenase) — no word in common with the reaction name while another alternative has | PP5366 (dihydrolipoyl dehydrogenase) — no word in common with the reaction name while another alternative has		3
PGCD	Phosphoglycerate dehydrogenase	NP_743864_1 or NP_744678_1 or NP_746432_1 or NP_747256_1	4	PP1707 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP2533 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation | PP4316 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) — non-enzyme/family/domain annotation		3
CSNt2	Cytosine transport in via proton symport	NP_742870_1 or NP_745777_1 or NP_747024_1	3	PP0709 (NCS1 family transporter) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP3641 (cytosine/purine/uracil/thiamine/allantoin permease family protein) — non-enzyme/family/domain annotation | PP4921 (NCS1 family transporter) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		3
HACD8	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal	NP_742469_1 or NP_744197_1 or NP_745885_1	3	PP0302 (L-carnitine dehydrogenase) — no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3755 (3-hydroxybutyryl-CoA dehydrogenase) — no word in common with the reaction name while another alternative has		3
ACACT1r	Acetyl-CoA C-acetyltransferase	NP_742745_1 or NP_744201_1 or NP_745884_1 or NP_746745_1	4	PP0582 (thiolase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP2051 (3-ketoacyl-CoA thiolase) — no word in common with the reaction name while another alternative has | PP3754 (beta-ketothiolase BktB) — no word in common with the reaction name while another alternative has		3
THRD_L	L-threonine deaminase	NP_745074_1 or NP_745335_1 or NP_745584_1 or NP_746543_1 or NP_747250_1	5	PP2930 (L-serine dehydratase) — no word in common with the reaction name while another alternative has | PP3191 (threonine ammonia-lyase/dehydratase) — no word in common with the reaction name while another alternative has | PP4430 (threonine dehydratase) — no word in common with the reaction name while another alternative has		3
HACD4	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	NP_742469_1 or NP_744197_1 or NP_745885_1	3	PP0302 (L-carnitine dehydrogenase) — no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3755 (3-hydroxybutyryl-CoA dehydrogenase) — no word in common with the reaction name while another alternative has		3
HACD6	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	NP_742469_1 or NP_744197_1 or NP_745885_1	3	PP0302 (L-carnitine dehydrogenase) — no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3755 (3-hydroxybutyryl-CoA dehydrogenase) — no word in common with the reaction name while another alternative has		3
HACD5	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	NP_742469_1 or NP_744197_1 or NP_745885_1	3	PP0302 (L-carnitine dehydrogenase) — no word in common with the reaction name while another alternative has | PP2047 (3-hydroxyacyl-CoA dehydrogenase family protein) — non-enzyme/family/domain annotation | PP3755 (3-hydroxybutyryl-CoA dehydrogenase) — no word in common with the reaction name while another alternative has		3
PSP_L	Phosphoserine phosphatase (L-serine)	NP_742426_1 or NP_747012_1 or NP_747248_1	3	PP0259 (purine nucleotidase) — no word in common with the reaction name while another alternative has | PP5147 (haloacid dehalogenase-like family hydrolase) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		2
BUTtex	Butyrate transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_746315_1	2	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		2
PPOHtex	Propanol transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_746315_1	2	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		2
PYRtex	Pyruvate transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_746315_1	2	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		2
PItex	Phosphate transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_746315_1	2	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		2
BTOHtex	Butanol transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_746315_1	2	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		2
BUTSO3abcpp	Butanesulfonate transport via ABC system (periplasm)	(NP_742376_1 and NP_742378_1 and NP_745771_1) or (NP_742377_1 and NP_742835_1 and NP_745371_1) or (NP_742377_1 and NP_74	5	PP0674 (ADP/ATP ratio sensor/translation inhibitor) — no word in common with the reaction name while another alternative has | PP3228 (aliphatic sulfonate-binding protein) — no word in common with the reaction name while another alternative has		2
BUTSO3tex	Butanesulfonate transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_746315_1	2	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		2
PPAtex	Propionate transport via diffusion	NP_743282_1 or NP_746315_1	2	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		2
CO2tex	CO2 transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_746315_1	2	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		2
CLtex	Chloride (Cl-1) transport via diffusion (extracellular to periplasm)	NP_743282_1 or NP_746315_1	2	PP1121 (OmpA family protein) — non-enzyme/family/domain annotation | PP4198 (OmpA family protein) — non-enzyme/family/domain annotation		2
CLPNS181pp	Cardiolipin synthase (periplasmic, n-C18:1)	NP_743053_1 or NP_745407_1 or NP_747377_1 or NP_747465_1	4	PP0892 (phospholipase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has | PP5276 (phospholipase D family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		2
