reaction	reaction_name	rule	n_alternatives	flagged_genes	or_joined_subunits	score
NPHS	Naphthoate synthase	NP_717986_1 or NP_720255_1	2	SO2396 (protein of unknown function DUF2058) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
NTD10	5'-nucleotidase (XMP)	NP_717608_1 or NP_718871_1 or NP_718988_2	3	SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		1
NTD11	5'-nucleotidase (IMP)	NP_717608_1 or NP_718988_2	2	SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		1
NTD4	5'-nucleotidase (CMP)	NP_717608_1 or NP_718871_1 or NP_718988_2	3	SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		1
NTD7	5'-nucleotidase (AMP)	NP_717608_1 or NP_718871_1 or NP_718988_2	3	SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		1
NTD9	5'-nucleotidase (GMP)	NP_717608_1 or NP_718871_1 or NP_718988_2	3	SO3435 (5'/3'-nucleotidase SurE) — no word in common with the reaction name while another alternative has		1
NTPP1	Nucleoside triphosphate pyrophosphorylase (dgtp)	NP_716048_1 or NP_718995_3	2	SO0410 (7,8-dihydro-8-oxoguanine-triphosphatase MutT) — no word in common with the reaction name while another alternative has		1
NTPP2	Nucleoside triphosphate pyrophosphorylase (gtp)	NP_716048_1 or NP_718995_3	2	SO0410 (7,8-dihydro-8-oxoguanine-triphosphatase MutT) — no word in common with the reaction name while another alternative has		1
OXPTNDH	Glutarate-semialdehyde:NAD+ oxidoreductase	NP_716898_1 or NP_717259_2	2	SO1648 (cold shock protein Csp family) — non-enzyme/family/domain annotation		1
PACt1	Phenylacetic acid transport via outer membrane porin	NP_715952_1 or NP_717267_1 or NP_718625_1	3	SO1656 (D-hexose 6-phosphotransferase HexA) — no word in common with the reaction name while another alternative has		1
3OAS60	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	NP_718355_1 or NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	5	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	NP_718355_1 or NP_718425_1 or NP_718636_2 or NP_719904_1 or NP_719907_1	5	SO4380 (beta-ketoacyl synthase) — no word in common with the reaction name while another alternative has		1
AACPS1	Acyl-[acyl-carrier-protein] synthetase (n-C14:0)	NP_715836_1 or (NP_718356_1 and NP_719895_1)	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
AACPS2	Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)	NP_715836_1 or (NP_718356_1 and NP_719895_1)	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
AACPS3	Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	NP_715836_1 or (NP_718356_1 and NP_719895_1)	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
AACPS4	Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)	NP_715836_1 or (NP_718356_1 and NP_719895_1)	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
AACPS5	Acyl-[acyl-carrier-protein] synthetase  (n-C18:1)	NP_715836_1 or (NP_718356_1 and NP_719895_1)	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
AACPS6	Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	NP_715836_1 or (NP_718356_1 and NP_719895_1)	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
AACPS7	Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	NP_715836_1 or (NP_718356_1 and NP_719895_1)	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
AACPS8	Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	NP_715836_1 or (NP_718356_1 and NP_719895_1)	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
AACPS9	Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	NP_715836_1 or (NP_718356_1 and NP_719895_1)	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
ACOAD2	Acyl-CoA dehydrogenase (hexanoyl-CoA)	NP_717290_1 or NP_718122_1	2	SO1679 (2-methylbutanoyl-CoA dehydrogenase IvdC) — no word in common with the reaction name while another alternative has		1
ACOAD3f	Acyl-CoA dehydrogenase (octanoyl-CoA)	NP_717985_1 or NP_718079_1 or NP_718122_1 or NP_718349_1	4	SO2395 (butyryl-CoA dehydrogenase AcdS) — no word in common with the reaction name while another alternative has		1
ACOAD4f	Acyl-CoA dehydrogenase (decanoyl-CoA)	NP_717985_1 or NP_718079_1 or NP_718122_1 or NP_718349_1	4	SO2395 (butyryl-CoA dehydrogenase AcdS) — no word in common with the reaction name while another alternative has		1
ACOAD5f	Acyl-CoA dehydrogenase (dodecanoyl-CoA)	NP_717985_1 or NP_718079_1 or NP_718122_1 or NP_718349_1	4	SO2395 (butyryl-CoA dehydrogenase AcdS) — no word in common with the reaction name while another alternative has		1
ACOAD6f	Acyl-CoA dehydrogenase (tetradecanoyl-CoA)	NP_717985_1 or NP_718079_1 or NP_718122_1 or NP_718349_1	4	SO2395 (butyryl-CoA dehydrogenase AcdS) — no word in common with the reaction name while another alternative has		1
ACOAD7f	Acyl-CoA dehydrogenase (hexadecanoyl-CoA)	NP_717985_1 or NP_718079_1 or NP_718122_1 or NP_718349_1	4	SO2395 (butyryl-CoA dehydrogenase AcdS) — no word in common with the reaction name while another alternative has		1
ACOAD8f	Acyl-CoA dehydrogenase (octadecanoyl-CoA)	NP_717985_1 or NP_718122_1 or NP_718349_1	3	SO2395 (butyryl-CoA dehydrogenase AcdS) — no word in common with the reaction name while another alternative has		1
PGAMT	Phosphoglucosamine mutase	NP_716824_1 or NP_717926_1	2	SO2336 (phosphoglucomutase alpha-D-glucose phosphate-specific Pgm) — no word in common with the reaction name while another alternative has		1
PGLYCP	Phosphoglycolate phosphatase	NP_715933_1 or NP_716068_1 or NP_718004_1	3	SO2414 (2-phosphoglycolate phosphatase family) — non-enzyme/family/domain annotation		1
PGM	Phosphoglycerate mutase	NP_715691_1 or NP_716474_1	2	SO0843 (transcriptional regulator LysR family) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
PGMT	Phosphoglucomutase	NP_716068_1 or NP_717926_1	2	SO0431 (2-deoxyglucose-6-phosphate hydrolase YniC) — no word in common with the reaction name while another alternative has		1
PHETA1	Phenylalanine transaminase	NP_717878_1 or NP_717940_1	2	SO2282 (bifunctional transcriptional repressor of amino acid efflux GntR family / aminotransferase) — non-enzyme/family/domain annotation		1
PPM	Phosphopentomutase	NP_716842_1 or NP_717365_1	2	SO1755 (phosphoglucomutase/phosphomannomutase family protein) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
PPPGO	Protoporphyrinogen oxidase (aerobic)	NP_715669_1 or NP_719365_1	2	SO3832 (peptide release factor glutamine N5-methylase PrmC) — no word in common with the reaction name while another alternative has		1
PSP_L	Phosphoserine phosphatase (L-serine)	NP_715819_1 or NP_716846_2	2	SO0177 (HAD-superfamily hydrolase subfamily IA variant 3 protein family YrfG) — non-enzyme/family/domain annotation; no word in common with the reaction name while another alternative has		1
PSSA120	Phosphatidylserine syntase (n-C12:0)	NP_717980_1 or NP_719120_1	2	SO3575 (CDP-diacylglycerol--serine O-phosphatidyltransferase PssA) — no word in common with the reaction name while another alternative has		1
PSSA160	Phosphatidylserine syntase (n-C16:0)	NP_717980_1 or NP_719120_1	2	SO3575 (CDP-diacylglycerol--serine O-phosphatidyltransferase PssA) — no word in common with the reaction name while another alternative has		1
PSSA161	Phosphatidylserine syntase (n-C16:1)	NP_717980_1 or NP_719120_1	2	SO3575 (CDP-diacylglycerol--serine O-phosphatidyltransferase PssA) — no word in common with the reaction name while another alternative has		1
PSSA180	Phosphatidylserine syntase (n-C18:0)	NP_717980_1 or NP_719120_1	2	SO3575 (CDP-diacylglycerol--serine O-phosphatidyltransferase PssA) — no word in common with the reaction name while another alternative has		1
PSSA181	Phosphatidylserine syntase (n-C18:1)	NP_717980_1 or NP_719120_1	2	SO3575 (CDP-diacylglycerol--serine O-phosphatidyltransferase PssA) — no word in common with the reaction name while another alternative has		1
PTRCabcpp	Putrescine transport via ABC system (periplasm)	(NP_716893_1 and NP_716894_1 and NP_716895_1 and NP_716896_1) or (NP_716894_1 and NP_716895_1 and NP_716896_1 and NP_719	2	SO3497 (beta-alanine-pyruvate transaminase AptA) — no word in common with the reaction name while another alternative has		1
PYK	Pyruvate kinase	NP_718078_1 or NP_718355_1	2	SO2774 (3-oxoacyl-(acyl-carrier-protein) synthase II FabF) — no word in common with the reaction name while another alternative has		1
RNTR1c	Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	(NP_717920_1 and NP_718406_1) or (NP_716378_1 and NP_717920_1 and NP_718405_1 and NP_718406_1)	2	SO0747 (ferredoxin--NADP reductase Fpr) — no word in common with the reaction name while another alternative has		1
RNTR1c2	Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	(NP_717920_1 and NP_718406_1) or (NP_716378_1 and NP_717920_1 and NP_718405_1 and NP_718406_1)	2	SO0747 (ferredoxin--NADP reductase Fpr) — no word in common with the reaction name while another alternative has		1
RNTR2c	Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	(NP_717920_1 and NP_718406_1) or (NP_716378_1 and NP_717920_1 and NP_718405_1 and NP_718406_1)	2	SO0747 (ferredoxin--NADP reductase Fpr) — no word in common with the reaction name while another alternative has		1
RNTR2c2	Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	(NP_717920_1 and NP_718406_1) or (NP_716378_1 and NP_717920_1 and NP_718405_1 and NP_718406_1)	2	SO0747 (ferredoxin--NADP reductase Fpr) — no word in common with the reaction name while another alternative has		1
RNTR3c	Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	(NP_717920_1 and NP_718406_1) or (NP_716378_1 and NP_717920_1 and NP_718405_1 and NP_718406_1)	2	SO0747 (ferredoxin--NADP reductase Fpr) — no word in common with the reaction name while another alternative has		1
2AGPEAT120	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)	NP_715836_1 or NP_719895_1	2	SO4371 (AMP-dependent synthetase and ligase family protein) — non-enzyme/family/domain annotation		1
